ProbeSetID,gene_short_name,Control_rep1,Control_rep2,Control_rep3,RBP2_rep1,RBP2_rep2,RBP2_rep3
XLOC_000353,SNORD46,0,0,0,0,0,0
XLOC_000354,SNORD38A,0,0,0,0,0,0
XLOC_000355,SNORD38B,0,0,0,0,0,0
XLOC_000356,PLK3,3.94558,3.69379,4.55605,6.52838,5.72914,7.00762
XLOC_000357,BTBD19,0,0,0,0.25455,0.0830442,0.145033
XLOC_000358,UROD,37.1357,40.4635,53.024,25.5647,23.7712,26.9864
XLOC_000359,LOC400752,0.589475,0.907221,1.19845,0.270124,0.453265,0.835509
XLOC_000360,HPDL,29.0792,29.9905,26.5144,18.1249,19.0604,12.1936
XLOC_000361,TOE1,12.5002,12.6665,13.6992,11.0687,11.3342,10.2736
XLOC_000362,MMACHC,5.60386,6.95927,8.51601,2.4962,2.57428,2.76923
XLOC_000363,AKR1A1,52.1268,66.315,85.5871,41.1504,39.0255,40.0169
XLOC_000364,NASP,48.8949,37.9442,33.353,47.2852,45.5821,59.3648
XLOC_000365,TMEM69,24.1986,23.3414,21.7905,25.3017,23.5519,21.8452
XLOC_000366,MAST2,13.0722,17.5394,20.8341,13.319,13.037,13.2339
XLOC_000367,TSPAN1,7.71007,8.90996,9.54518,11.7773,10.4901,4.96888
XLOC_000368,LURAP1,0.0415553,0.0831502,0.274589,0.0707365,0.0346225,0.161218
XLOC_000369,RAD54L,14.6325,14.9207,18.7951,11.1925,11.2484,13.407
XLOC_000370,UQCRH,597.244,614.887,745.499,348.245,340.265,399.35
XLOC_000371,NSUN4,6.88215,7.51213,8.35394,7.00591,6.06423,6.87895
XLOC_000372,FAAH,9.05043,11.2658,14.2341,9.46056,10.1372,9.13061
XLOC_000373,LOC729041,0.127836,0.191726,0.351871,0,0.319165,0.0619516
XLOC_000374,DMBX1,1.28628,0.925682,1.49981,0.416705,0.576732,0.549882
XLOC_000375,MKNK1-AS1,0,0,0,0,0,0
XLOC_000376,TEX38,0,0,0,0,0.085252,0
XLOC_000377,EFCAB14-AS1,0,0,0,0,0,0
XLOC_000378,CYP4B1,3.08569,2.24527,1.81509,1.10438,1.02229,0.272392
XLOC_000379,CYP4X1,0,0.0318577,0,0.135506,0.13268,0
XLOC_000380,CYP4Z1,0,0,0,0.0683558,0,0
XLOC_000381,CYP4A22,0,0,0,0,0,0
XLOC_000382,LINC00853,1.59915,1.88535,2.07877,0.740349,2.04832,0.843326
XLOC_000383,CMPK1,33.303,24.2629,17.957,40.1857,37.927,42.0279
XLOC_000384,FOXE3,0,0,0,0,0.0962463,0
XLOC_000385,FOXD2,0.800671,0.817053,0.729392,0.708163,0.732205,0.732352
XLOC_000386,SLC5A9,0,0,0,0,0,0
XLOC_000387,ELAVL4,0,0,0,0,0,0
XLOC_000388,CDKN2C,9.9555,12.2398,15.0831,6.90054,6.06801,6.10091
XLOC_000389,C1orf185,0,0,0,0,0,0
XLOC_000390,RNF11,29.149,24.3623,18.295,37.7609,39.0559,33.1871
XLOC_000391,OSBPL9,21.1893,17.838,14.9592,16.1694,17.4945,18.0277
XLOC_000392,BTF3L4,17.5445,16.2605,14.1585,18.3441,18.7529,18.0881
XLOC_000393,ZFYVE9,4.60557,3.53111,3.08658,3.76467,3.37695,4.3206
XLOC_000394,PRPF38A,27.5547,31.6987,37.0339,18.2047,19.0083,19.9946
XLOC_000395,GPX7,0,0,0,0,0,0
XLOC_000396,FAM159A,0,0,0,0,0,0
XLOC_000397,ZYG11B,3.31887,2.72318,2.28771,2.75318,2.60301,3.96449
XLOC_000398,ZYG11A,4.07775,4.57375,4.86494,3.41525,3.17585,3.62952
XLOC_000399,SCP2,20.5674,16.5854,11.2565,36.9614,38.9806,36.9736
XLOC_000400,PODN,0,0,0,0.0229943,0,0
XLOC_000401,CPT2,13.2384,14.4408,17.2791,11.4143,10.7622,13.5157
XLOC_000402,LOC100507564,1.3888,1.80489,2.5228,0.767747,0.982148,1.21126
XLOC_000403,DMRTB1,0,0,0,0,0,0
XLOC_000404,DIO1,1.44827,2.17158,2.37263,1.52215,1.6854,1.56404
XLOC_000405,LRRC42,35.7747,40.3667,50.443,25.7446,23.395,29.2354
XLOC_000406,TCEANC2,2.96903,2.67164,2.70614,2.10715,2.21133,2.40147
XLOC_000407,MIR4781,0,0,0,0,0,0
XLOC_000408,MRPL37,136.603,165.984,199.113,83.2275,80.0301,79.4971
XLOC_000409,ACOT11,2.40003,2.74312,3.22838,2.31879,2.09771,2.88895
XLOC_000410,"HEATR8-TTC4,MROH7,TTC4",19.2272,21.8457,25.8338,16.296,15.1212,14.8148
XLOC_000411,C1orf177,0,0,0,0.0387855,0.0379709,0
XLOC_000412,TMEM61,1.06175,0.758029,0.834874,0.515912,0.44154,0.808271
XLOC_000413,BSND,0,0,0,0.0992975,0.0971644,0
XLOC_000414,PCSK9,0,0,0.0432117,0.0167029,0,0
XLOC_000415,LOC100507634,0.334038,0.408513,0.408773,0.63186,0.742324,0.396032
XLOC_000416,MIR4422,0,0,0,0,0,0
XLOC_000417,PRKAA2,0.279027,0.264321,0.0830859,0.379032,0.572752,0.197691
XLOC_000418,C8A,0,0,0,0,0,0
XLOC_000419,LOC100131060,0.170997,0.341748,0,0.29074,0.142152,0
XLOC_000420,FGGY,6.54176,6.22055,6.93975,4.15042,4.77125,2.92074
XLOC_000421,HOOK1,4.81446,3.3928,1.69192,9.9147,9.79388,8.81501
XLOC_000422,NFIA,1.87619,1.47193,1.28889,1.936,1.84255,3.1798
XLOC_000423,MGC34796,0.0406272,0,0.0894866,0,0,0.118216
XLOC_000424,INADL,8.32667,7.33143,6.67436,9.54253,9.78575,10.3998
XLOC_000425,L1TD1,0,0,0,0,0,0.108985
XLOC_000426,USP1,18.8866,14.3275,7.62059,25.1477,25.3042,24.8282
XLOC_000427,ANGPTL3,0,0,0,0,0,0
XLOC_000428,ATG4C,2.26523,1.85411,0.812167,1.96971,2.37532,2.32147
XLOC_000429,FOXD3,0.403931,0.551151,0.687534,0.0937731,0.214215,0.463071
XLOC_000430,ALG6,6.18466,5.43073,4.92433,4.67528,4.72368,3.89612
XLOC_000431,EFCAB7,0.667282,0.476987,0.244988,1.27142,1.21841,1.20229
XLOC_000432,DLEU2L,0.0469774,0.0469927,0.103466,0.0799547,0.0391293,0.227779
XLOC_000433,PGM1,15.2675,18.8499,26.0072,10.7577,11.1651,8.77052
XLOC_000434,ROR1,0.305024,0.163366,0.0363054,0.250914,0.345192,0.31822
XLOC_000435,UBE2U,0,0,0,0,0,0
XLOC_000436,CACHD1,1.10038,0.666501,0.598646,0.844678,1.08812,1.42423
XLOC_000437,MIR4794,0,0,0,0,0,0
XLOC_000438,RAVER2,4.68518,3.41442,2.51684,3.41217,3.5494,3.92092
XLOC_000439,AK4,7.31467,6.4448,5.34731,7.06008,7.09923,8.47151
XLOC_000440,DNAJC6,1.91968,1.56484,1.38266,1.81332,2.05396,2.53253
XLOC_000441,"LEPR,LEPROT",14.9116,15.1381,14.4546,12.1268,12.5696,13.2834
XLOC_000442,PDE4B,0,0,0,0.0478544,0.0468725,0
XLOC_000443,SGIP1,0,0,0,0,0,0
XLOC_000444,MIR3117,0,0,0,0,0,0
XLOC_000445,TCTEX1D1,0,0,0,0,0,0
XLOC_000446,MIER1,3.59072,3.06804,1.96078,7.39854,7.31705,6.92293
XLOC_000447,IL23R,0,0,0,0,0,0
XLOC_000448,IL12RB2,0.0767003,0.0359008,0.0211437,0.0163458,0.0640732,0.0349162
XLOC_000449,GADD45A,11.7533,10.3579,8.13639,45.7495,49.1476,30.196
XLOC_000450,GNG12-AS1,0.0335325,0,0.0369329,0.028546,0.055899,0
XLOC_000451,LRRC7,0,0,0,0,0.00951934,0
XLOC_000452,PIN1P1,0,0,0,0,0,0
XLOC_000453,SRSF11,29.8888,22.6115,17.6288,42.14,42.9484,44.249
XLOC_000454,HHLA3,8.05441,11.2077,17.5614,6.01474,4.77447,4.61899
XLOC_000455,CTH,0.742734,1.13252,1.72143,1.11397,1.20855,1.59525
XLOC_000456,ZRANB2-AS1,0,0,0,0,0,0
XLOC_000457,ZRANB2-AS2,0,0,0.127302,0.0982759,0,0
XLOC_000458,"FPGT,FPGT-TNNI3K,TNNI3K",1.68858,1.68216,1.84248,1.71207,1.7575,1.88062
XLOC_000459,TYW3,8.56571,8.22488,8.31278,6.22478,5.72213,8.27149
XLOC_000460,LHX8,0,0,0,0,0,0
XLOC_000461,ACADM,6.205,5.29442,3.49605,8.95915,8.89218,10.4875
XLOC_000462,RABGGTB,42.7467,33.8434,20.795,68.7736,67.6391,63.1005
XLOC_000463,SNORD45C,0,0,0,0,0,0
XLOC_000464,SNORD45A,0,0,0,0,0,0
XLOC_000465,SNORD45B,0,0,0,0,0,0
XLOC_000466,MSH4,0,0,0,0,0.0186481,0
XLOC_000467,ST6GALNAC3,0,0,0,0,0,0
XLOC_000468,ST6GALNAC5,0.112311,0.262213,0.0824626,0.159333,0.0623954,0
XLOC_000469,AK5,0,0,0,0.0562499,0,0
XLOC_000470,FAM73A,0.86645,0.70086,0.477247,2.38438,2.33645,2.55593
XLOC_000471,NEXN,0,0,0,0.0977291,0.15314,0.0628257
XLOC_000472,DNAJB4,0.572831,0.775546,0.148451,2.00795,1.90981,1.69985
XLOC_000473,GIPC2,0,0.0262331,0,0,0,0.0508647
XLOC_000474,MGC27382,0,0,0,0,0,0
XLOC_000475,PTGFR,0,0,0,0,0,0
XLOC_000476,IFI44L,1.95649,5.12267,7.69799,44.281,44.6658,57.6868
XLOC_000477,IFI44,4.57707,10.1901,16.357,155.161,152.027,177.249
XLOC_000478,LPHN2,0,0,0,0,0,0
XLOC_000479,PRKACB,4.56634,3.564,2.23298,4.99139,5.37288,7.07124
XLOC_000480,SAMD13,0.340105,0.226748,0.0624108,0.289352,0.291753,0.242602
XLOC_000481,DNASE2B,0.167885,0.167766,0.1848,0.356823,0.418733,0.406553
XLOC_000482,RPF1,19.3919,14.5714,11.6571,24.8248,25.1078,25.1798
XLOC_000483,WDR63,0.147001,0.122617,0.0269875,0.22948,0.0817214,0.166425
XLOC_000484,MIR4423,0,0,0,0,0,0
XLOC_000485,LOC646626,0.295206,0.393173,0,0.836252,0.1635,0.285823
XLOC_000486,CYR61,21.6156,25.7998,35.4768,11.0298,9.95193,26.2211
XLOC_000487,CLCA2,0.0900445,0.0360586,0.0396776,0.0613487,0.0600893,0.0524381
XLOC_000488,CLCA1,0,0,0,0,0,0
XLOC_000489,CLCA4,0,0,0,0,0,0
XLOC_000490,CLCA3P,0,0,0,0,0,0
XLOC_000491,SH3GLB1,6.23667,4.77589,5.03133,9.30509,9.10791,8.02759
XLOC_000492,HS2ST1,5.67956,5.37725,4.14361,6.5988,6.47875,8.287
XLOC_000493,LOC339524,0.210417,0.056781,0.0625183,0.110162,0,0.046994
XLOC_000494,LMO4,5.08473,4.45477,3.89494,3.72189,3.87792,2.91786
XLOC_000495,PKN2,3.78427,2.99396,1.69852,6.72535,7.10483,8.02773
XLOC_000496,GBP6,0,0,0,0,0.0123193,0.0143333
XLOC_000497,GBP1P1,0,0,0,0.392542,0.274314,0.638975
XLOC_000498,LRRC8B,2.16036,1.83335,0.680678,3.76933,3.69806,4.41332
XLOC_000499,LRRC8C,0.462718,0.483065,0.206083,0.461247,0.443652,0.917565
XLOC_000500,LRRC8D,10.39,8.78822,7.06848,8.43873,8.69339,10.2273
XLOC_000501,ZNF326,8.77942,6.74721,3.5857,13.6318,13.5313,12.8619
XLOC_000502,CDC7,6.10475,5.36381,4.13912,7.40994,7.91648,7.1123
XLOC_000503,BRDT,0,0,0,0.0416013,0.0203683,0
XLOC_000504,EPHX4,1.20938,1.75928,1.57381,2.57239,3.06657,2.2917
XLOC_000505,BTBD8,0.109595,0.219214,0.120678,0.139868,0.045625,0.15938
XLOC_000506,KIAA1107,0.189801,0.221699,0.0348487,0.377189,0.237513,0.521992
XLOC_000507,C1orf146,0,0,0,0,0,0
XLOC_000508,RPAP2,3.33058,3.00281,2.99224,3.70094,3.42749,2.84241
XLOC_000509,RPL5,921.507,862.658,927.431,523.705,501.766,553.455
XLOC_000510,SNORD21,289.778,0,0,0,0,0
XLOC_000511,SNORA66,0,0,0,0,0,0
XLOC_000512,MTF2,4.45553,4.0368,2.05349,5.76828,6.50909,7.68208
XLOC_000513,CCDC18,0.736731,0.368796,0.221346,1.42603,1.7041,2.12904
XLOC_000514,DR1,9.05686,6.68496,5.71888,9.97137,8.85,9.76583
XLOC_000515,FNBP1L,6.75283,5.52513,3.47292,8.85878,9.99073,7.91695
XLOC_000516,LOC100129046,0,0,0,0,0,0
XLOC_000517,MIR760,0,0,0,0,0,0
XLOC_000518,ABCD3,16.6312,12.4915,13.3564,14.6781,14.8869,12.0641
XLOC_000519,SLC44A3,1.67241,1.85335,2.31568,3.28282,2.66035,2.03236
XLOC_000520,LOC729970,0.0901858,0,0.198528,0,0,0.174682
XLOC_000521,"RWDD3,TMEM56,TMEM56-RWDD3",4.1487,3.65898,2.87493,7.30251,6.31924,7.27053
XLOC_000522,FLJ31662,0,0,0,0,0,0
XLOC_000523,PTBP2,2.262,1.92892,1.40738,4.31627,3.82559,4.43124
XLOC_000524,DPYD-AS1,0,0,0,0,0,0
XLOC_000525,LOC729987,0,0,0,0,0,0
XLOC_000526,SNX7,12.0255,10.123,10.1984,10.6084,12.1097,19.0326
XLOC_000527,LOC100129620,0,0,0,0,0,0
XLOC_000528,LPPR4,0,0,0,0,0,0
XLOC_000529,PALMD,0.0866799,0,0,0.0491994,0,0.140172
XLOC_000530,AGL,1.75091,1.5221,0.975116,2.22917,2.52815,2.43499
XLOC_000531,SLC35A3,2.64579,1.60673,1.19083,4.79456,4.13766,4.41479
XLOC_000532,HIAT1,10.687,10.0188,7.36106,18.2702,17.444,17.6747
XLOC_000533,TRMT13,1.28554,1.21662,0.669418,2.84614,3.02126,3.03946
XLOC_000534,RTCA,7.28758,4.45446,2.98407,13.6489,12.4043,11.9408
XLOC_000535,MIR553,0,0,0,0,0,0
XLOC_000536,CDC14A,1.40869,0.982757,1.16602,2.4792,2.73901,1.95484
XLOC_000537,GPR88,0,0,0,0,0,0
XLOC_000538,VCAM1,0,0,0,0,0,0
XLOC_000539,SLC30A7,1.25524,1.28655,0.945445,2.72083,2.83183,2.33234
XLOC_000540,S1PR1,0,0,0,0,0,0
XLOC_000541,DNAJA1P5,0,0,0,0,0,0
XLOC_000542,"AMY2B,RNPC3",1.83038,1.58113,1.74704,2.58628,2.99132,2.74418
XLOC_000543,ACTG1P4,0,0.0384791,0,0.0327343,0.0320465,0
XLOC_000544,AMY2A,0,0,0,0,0.0398039,0
XLOC_000545,AMY1A,0,0,0,0,0,0
XLOC_000546,AMY1A,0,0,0,0,0,0
XLOC_000547,LOC100129138,0,0.0675234,0,0,0,0
XLOC_000548,PRMT6,75.1437,70.3793,62.1928,55.9306,59.6568,56.5006
XLOC_000549,NTNG1,0.22652,0.0503826,0.138618,0.23574,0.377773,0.317506
XLOC_000550,VAV3-AS1,0.478371,0,0,0.13529,0,0
XLOC_000551,NBPF6,0,0,0.0390449,0.0603619,0.0565841,0
XLOC_000552,FAM102B,3.71485,2.79301,1.52178,4.39779,3.91635,5.78023
XLOC_000553,PRPF38B,10.75,7.92852,4.93222,17.9293,19.4855,18.2626
XLOC_000554,FNDC7,0,0,0.0264901,0.0204774,0.0200541,0.023337
XLOC_000555,STXBP3,8.50108,6.08987,3.35117,15.9482,16.1883,12.6761
XLOC_000556,SRG7,0.244372,0,0,0,0,0
XLOC_000557,GPSM2,11.8712,9.69559,7.19338,8.88873,9.02884,9.37613
XLOC_000558,TMEM167B,13.2082,11.6281,9.32304,20.5411,20.0926,18.8321
XLOC_000559,SCARNA2,0.293711,2.04338,2.25827,0.24837,0.24173,0.565508
XLOC_000560,KIAA1324,8.77376,13.8655,20.4047,8.95138,8.80074,3.28068
XLOC_000561,SARS,117.133,128.931,154.913,113.943,112.974,109.691
XLOC_000562,CELSR2,20.8893,26.2883,30.1277,25.4622,24.3222,40.681
XLOC_000563,SYPL2,0.134657,0.115547,0.254293,0.196588,0.176501,0.093352
XLOC_000564,ATXN7L2,2.95832,2.99206,3.46638,2.84006,2.30863,1.98468
XLOC_000565,CYB561D1,7.25161,8.07324,8.05095,7.39343,7.21706,6.34064
XLOC_000566,GPR61,0,0,0,0,0,0
XLOC_000567,GNAI3,20.6325,17.7347,13.3665,25.9384,26.2195,27.1707
XLOC_000568,MIR197,0,0,0,0,0,0
XLOC_000569,AMPD2,11.6289,11.8446,12.6137,12.3653,11.6292,12.7516
XLOC_000570,GSTM4,22.8746,25.1907,27.8281,20.3399,17.854,45.3882
XLOC_000571,GSTM2,0.0680696,0.272217,0,0.115793,0.226558,0.0659696
XLOC_000572,GSTM1,0.276648,0.345709,0.0761429,0.352946,0.536885,0.402141
XLOC_000573,GSTM5,0,0,0,0,0,0
XLOC_000574,CSF1,1.27537,1.37529,1.93731,3.24949,3.53958,5.16682
XLOC_000575,AHCYL1,37.0297,36.0225,34.6633,30.5377,29.7828,33.914
XLOC_000576,STRIP1,8.79151,9.45028,10.1514,9.32104,9.26999,10.8179
XLOC_000577,UBL4B,0.0522701,0,0,0.0444752,0.0870523,0
XLOC_000578,SLC6A17,0,0.0222694,0,0,0.00927906,0
XLOC_000579,KCNC4,0.0582269,0.105429,0.0855238,0.0138479,0.0406928,0.0157822
XLOC_000580,RBM15,4.07693,3.87034,3.18949,4.64706,4.6454,5.00647
XLOC_000581,PROK1,0,0,0.0641506,0,0,0
XLOC_000582,CYMP,0,0,0,0,0,0
XLOC_000583,CD53,0,0,0,0.0425021,0,0
XLOC_000584,CEPT1,9.44426,9.2119,8.32823,9.90446,8.61047,9.82358
XLOC_000585,CHI3L2,0,0.165304,0.0606488,0.328177,0.321152,0.106822
XLOC_000586,CHIAP2,0,0,0,0,0,0
XLOC_000587,CHIA,0,0,0,0,0,0
XLOC_000588,PIFO,0.543931,0.288177,0.458135,0.381347,0.693442,0.34146
XLOC_000589,ATP5F1,113.173,124.366,141.777,76.2156,75.1598,77.0523
XLOC_000590,C1orf162,0,0.377627,0,0.160636,0,0
XLOC_000591,RAP1A,26.9352,25.1077,19.5563,27.1381,29.3342,35.9033
XLOC_000592,LOC100506343,0.106596,0.462212,0.313073,0.0907394,0.029613,0.172343
XLOC_000593,DDX20,10.8541,9.51255,8.97888,8.48173,8.6539,10.4937
XLOC_000594,LOC643355,0.41241,0.558502,0.748228,0.784965,0.566436,0.353124
XLOC_000595,CTTNBP2NL,2.20162,1.63519,1.47929,3.8124,3.40158,3.95747
XLOC_000596,WNT2B,0.21182,0.188723,0.290822,0.0321088,0.0314344,0.0880772
XLOC_000597,CAPZA1,44.1635,31.8517,26.0219,56.5421,53.8575,53.5663
XLOC_000598,MOV10,19.335,23.714,27.1667,31.2553,31.0696,47.1451
XLOC_000599,FAM19A3,0,0.31421,0.0865222,0.0668237,0.130726,0.0761463
XLOC_000600,AKR7A2P1,0,0,0,0,0,0
XLOC_000601,LRIG2,2.59938,2.71075,1.96866,3.53584,3.02658,3.90706
XLOC_000602,MAGI3,2.73416,2.05497,1.70592,2.59007,2.50829,2.81097
XLOC_000603,AP4B1-AS1,4.73199,5.13577,4.47372,5.62278,5.57819,4.58912
XLOC_000604,DCLRE1B,21.5489,22.5139,23.6324,19.4299,21.3993,22.721
XLOC_000605,HIPK1,33.9491,27.31,18.0727,51.3931,50.5389,48.7719
XLOC_000606,OLFML3,1.27345,2.37819,3.22561,1.19221,1.16705,0.658712
XLOC_000607,SYCP1,0,0,0,0,0,0
XLOC_000608,TSHB,0,0,0,0,0,0
XLOC_000609,VANGL1,11.4921,11.3943,10.139,9.19432,8.60074,8.97968
XLOC_000610,SLC22A15,1.05189,0.747895,0.839715,2.15535,1.93319,1.9237
XLOC_000611,MAB21L3,0.0227131,0.0227358,0.0250195,0.135387,0.227302,0.242462
XLOC_000612,ATP1A1,229.452,247.281,267.998,221.911,219.587,237.041
XLOC_000613,MIR320B1,0,0,0,0,0,0
XLOC_000614,CD2,0,0,0,0,0,0
XLOC_000615,PTGFRN,16.1522,15.8375,15.8318,13.916,13.3621,15.3883
XLOC_000616,CD101,0.219552,0.352777,0.296853,0.157424,0.138307,0.321894
XLOC_000617,TTF2,22.8918,22.6826,23.2777,21.7548,22.3846,25.8717
XLOC_000618,MIR942,0,0,0,0,0,0
XLOC_000619,MAN1A2,6.72337,4.8427,3.22042,10.0046,11.0199,11.0024
XLOC_000620,FAM46C,0.911786,1.40071,1.83012,1.40432,1.55284,1.20038
XLOC_000621,WDR3,19.756,18.1845,14.2337,19.8548,19.3844,23.573
XLOC_000622,HAO2,0,0,0,0,0.0446002,0
XLOC_000623,HSD3B2,0,0,0,0,0,0
XLOC_000624,HSD3B1,0,0,0,0,0,0
XLOC_000625,HSD3BP4,0,0,0,0,0,0
XLOC_000626,PHGDH,99.0339,114.592,146.94,33.5453,33.4707,32.5466
XLOC_000627,FAM72B,2.36899,1.99146,1.39162,1.80169,1.9221,3.30967
XLOC_000628,HIST2H2BA,0,0,0,0,0,0
XLOC_000629,SRGAP2D,0.470521,0.156754,0.43163,1.6003,0.913016,1.06363
XLOC_000630,EMBP1,0.0170874,0.0855362,0.0376478,0.0727638,0.0712716,0.0331709
XLOC_000631,LOC100130000,0.134184,0.134236,0.0985144,0,0,0
XLOC_000632,NBPF9,5.46968,5.44955,3.91482,7.96254,7.5455,5.74795
XLOC_000633,SEC22B,58.7225,57.5703,59.2451,72.2674,67.6913,59.1682
XLOC_000634,NOTCH2NL,6.88884,6.96978,6.99922,8.36966,8.30721,8.07779
XLOC_000635,NBPF10,0.999603,0.895681,0.412996,1.61349,1.6302,1.51968
XLOC_000636,HFE2,0,0,0,0,0,0.0521989
XLOC_000637,TXNIP,28.6948,41.6437,58.5216,124.484,120.688,57.8675
XLOC_000638,ANKRD34A,0.968365,1.11078,1.40009,0.670033,0.908645,1.03773
XLOC_000639,LIX1L,0.113743,0.341246,0.939317,0,0.0946935,0.385936
XLOC_000640,RBM8A,60.8365,57.8521,59.443,57.6254,56.5197,54.6964
XLOC_000641,PEX11B,33.5277,34.5481,42.9766,25.0117,24.0318,25.8057
XLOC_000642,ITGA10,0.180289,0.236058,0.213897,0.141747,0.242989,0.201935
XLOC_000643,ANKRD35,1.32707,0.892882,0.862729,1.25976,1.3245,0.380036
XLOC_000644,PIAS3,58.6811,68.7709,88.3237,43.032,46.1302,43.1886
XLOC_000645,RNF115,47.1058,57.1963,72.5734,43.3653,44.2629,45.9961
XLOC_000646,PDZK1,57.1883,65.7949,85.3319,6.31795,5.86511,10.6659
XLOC_000647,GPR89C,0,0,0,0,0,0
XLOC_000648,HYDIN2,0,0,0,0,0,0
XLOC_000649,PDIA3P,3.17909,2.71116,2.66581,4.67427,4.90749,3.92497
XLOC_000650,CHD1L,38.7986,36.9153,34.58,43.8112,45.3235,40.1546
XLOC_000651,BCL9,8.1947,8.39871,8.40287,7.67629,7.87033,8.98008
XLOC_000652,GJA8,0,0,0,0,0,0
XLOC_000653,"GPR89B,GPR89C",1.11005,1.28991,1.45921,1.9508,2.05914,1.21576
XLOC_000654,"NBPF15,NBPF16",4.42723,3.87308,4.47582,5.58984,5.60167,5.57544
XLOC_000655,PPIAL4E,0,0,0,0,0,0
XLOC_000656,NBPF16,0.170661,0.208817,0.208889,0.290678,0.300521,0.276063
XLOC_000657,PPIAL4D,0,0,0,0,0,0
XLOC_000658,LOC645166,18.2695,19.3307,24.3246,12.4043,11.8768,10.6704
XLOC_000659,LOC388692,0.223148,0.212017,0.195425,0.575188,0.472806,0.483336
XLOC_000660,FCGR1C,0,0,0,0,0,0
XLOC_000661,PPIAL4B,0,0,0,0,0,0
XLOC_000662,"FAM91A2,LINC00623",0.484518,0.97376,0.605547,0.886545,0.346361,1.45667
XLOC_000663,FCGR1A,0,0,0,0.0295633,0,0.0673804
XLOC_000664,HIST2H4B,0,0,0,0,0,0
XLOC_000665,HIST2H2AA3,0,0,0,0.168057,0.1639,0
XLOC_000666,HIST2H3C,0,0,0,0,0,0
XLOC_000667,HIST2H2AC,29.8834,38.1638,48.4883,16.6988,13.3231,19.2765
XLOC_000668,BOLA1,79.7822,94.5926,109.098,49.2486,50.3622,39.8636
XLOC_000669,VPS45,30.2095,29.9213,29.138,25.655,26.0871,27.1216
XLOC_000670,PLEKHO1,17.5055,21.4286,26.839,9.8761,8.86075,32.3556
XLOC_000671,CA14,0,0,0.0489407,0,0,0.0861979
XLOC_000672,C1orf54,1.21407,0.604636,0,1.37179,2.34103,0.585862
XLOC_000673,C1orf51,2.2206,2.53249,3.81492,5.32934,5.54959,3.44571
XLOC_000674,MRPS21,492.928,493.175,576.653,384.455,387.983,309.3
XLOC_000675,PRPF3,47.0763,44.7745,48.1746,62.4315,65.3066,84.017
XLOC_000676,RPRD2,9.07506,8.80646,7.73318,11.673,11.9196,12.451
XLOC_000677,TARS2,30.0177,35.3416,37.1945,17.2759,16.8178,19.901
XLOC_000678,ECM1,0.318501,0.141556,0.192301,0.781646,0.676646,0.13723
XLOC_000679,LINC00568,0.181646,0.181028,0.199714,1.23216,0.601073,1.40337
XLOC_000680,ADAMTSL4,0.327088,0.293044,0.337982,0.26452,0.244133,0.183804
XLOC_000681,MIR4257,0,0,0,0,0,0
XLOC_000682,SETDB1,26.5644,27.5338,34.2261,24.7855,23.784,22.2176
XLOC_000683,ANXA9,56.0274,75.5536,96.2709,32.9988,35.9229,29.7887
XLOC_000684,PRUNE,20.8013,25.233,28.7232,16.7633,16.1687,20.594
XLOC_000685,BNIPL,1.1359,0.980924,1.00255,0.728064,0.43808,0.203777
XLOC_000686,C1orf56,6.67823,10.9993,15.6606,5.81228,6.128,6.07768
XLOC_000687,MLLT11,0.735955,1.15726,1.00356,0.894984,1.02229,1.15591
XLOC_000688,GABPB2,5.55364,5.24362,4.13504,5.95879,6.7134,4.2488
XLOC_000689,"SCNM1,TNFAIP8L2,TNFAIP8L2-SCNM1",30.834,35.9014,44.2776,27.459,24.8684,21.8882
XLOC_000690,PIP5K1A,44.0704,44.5665,45.6215,56.2282,58.3204,65.9174
XLOC_000691,PSMD4,295.639,304.979,336.146,272.648,267.833,267.505
XLOC_000692,ZNF687,27.1071,33.4799,39.7634,27.0777,27.6438,25.5666
XLOC_000693,PSMB4,788.118,871.964,1055.18,698.537,690.334,781.468
XLOC_000694,CGN,16.4398,14.3763,11.5886,21.9317,18.7849,22.8112
XLOC_000695,TUFT1,25.8971,24.2633,24.2926,42.533,43.9343,36.4966
XLOC_000696,MIR554,0,0,0,0,0,0
XLOC_000697,SNX27,6.68277,5.88922,4.24973,8.08224,7.80915,8.51106
XLOC_000698,RIIAD1,0,0.254703,0.281317,1.08349,0.422132,0
XLOC_000699,OAZ3,6.22302,7.53046,10.4514,2.85881,3.23587,2.18572
XLOC_000700,LOC100132111,0.360352,0.239824,0.396483,0.102021,0.398726,0.46489
XLOC_000701,LCE5A,0,0,0,0.0927072,0,0.105617
XLOC_000702,CRCT1,0,0,0,0,0,0
XLOC_000703,LCE3C,0,0,0,0,0,0
XLOC_000704,LCE3B,0,0,0,0,0,0
XLOC_000705,LCE2D,0,0,0,0,0,0
XLOC_000706,LCE2C,0,0,0,0,0,0
XLOC_000707,LCE2B,0,0,0,0,0,0
XLOC_000708,LCE2A,0,0,0,0,0,0
XLOC_000709,LCE4A,0,0,0,0,0,0
XLOC_000710,C1orf68,0,0,0,0,0,0
XLOC_000711,KPRP,0,0,0,0,0,0
XLOC_000712,LCE1F,0,0,0,0,0,0.161898
XLOC_000713,LCE1E,0,0.139117,0,0,0,0
XLOC_000714,LCE1D,0,0,0,0,0,0
XLOC_000715,LCE1B,0.0724985,0,0,0,0,0.140499
