ProbeSetID,gene_short_name,Control_rep1,Control_rep2,Control_rep3,RBP2_rep1,RBP2_rep2,RBP2_rep3
XLOC_005994,C13orf35,0,0,0,0,0,0
XLOC_005995,ATP11A,3.22703,3.02088,2.31985,3.16176,3.29706,3.20187
XLOC_005996,MCF2L,5.86426,6.24808,5.41471,5.49123,5.42658,4.32467
XLOC_005997,F7,0.14418,0.154296,0.226405,0.286962,0.363982,0.0498596
XLOC_005998,F10,0,0,0,0,0.0852521,0
XLOC_005999,PROZ,0,0,0,0,0,0
XLOC_006000,CUL4A,18.3303,15.9101,14.9488,17.4902,17.6429,17.5112
XLOC_006001,LAMP1,114.238,128.23,141.254,78.2388,81.7273,73.2101
XLOC_006002,TMCO3,11.0346,9.04142,8.71589,21.674,19.9739,13.1367
XLOC_006003,TFDP1,51.9997,51.3441,51.8582,37.6366,39.992,42.5094
XLOC_006004,GRK1,0,0.0361676,0,0.0615357,0.0602461,0.0350627
XLOC_006005,TMEM255B,1.71694,3.59509,2.87994,1.59878,0.679807,1.66321
XLOC_006006,GAS6-AS1,0.0974312,0,0,0,0,0
XLOC_006007,LOC100506394,0.354196,0.236258,0.73683,0.200986,0.393516,0.38173
XLOC_006008,CDC16,23.0066,21.0902,23.7796,18.6382,20.0441,20.4264
XLOC_006009,UPF3A,7.90792,5.22241,4.44581,11.5707,12.4547,10.4839
XLOC_006010,CHAMP1,6.2912,5.85804,4.80067,6.45839,6.15135,7.08146
XLOC_006011,ANKRD20A9P,0.00184923,0,0,0.00315113,0.00154382,0.00179575
XLOC_006012,TUBA3C,0,0,0,0,0,0
XLOC_006013,ANKRD26P3,0,0,0,0,0,0
XLOC_006014,TPTE2,0.0552679,0.0552733,0,0.0583653,0,0
XLOC_006015,PSPC1,40.6072,36.0497,29.4325,46.2733,44.6712,43.7859
XLOC_006016,ZMYM5,12.1746,10.6883,10.0549,19.8062,20.243,16.2333
XLOC_006017,GJA3,0.0275434,0.0551559,0,0.0234599,0.0804321,0.120317
XLOC_006018,GJB2,1.28818,1.06354,1.41884,1.23375,1.31538,1.53096
XLOC_006019,GJB6,0,0,0,0,0.0334735,0
XLOC_006020,CRYL1,15.239,18.7629,27.3696,13.324,12.2082,6.82721
XLOC_006021,MIR4499,0,0,0,0,0,0
XLOC_006022,N6AMT2,13.7953,13.578,17.3984,8.12905,6.18979,5.65431
XLOC_006023,XPO4,5.08146,4.56062,2.91312,5.13634,5.2523,5.67409
XLOC_006024,LATS2,3.36828,2.90739,2.55914,4.18803,4.41483,5.19903
XLOC_006025,SKA3,11.4841,9.97311,9.66579,7.91709,7.65746,8.50264
XLOC_006026,ZDHHC20,13.4379,10.3798,5.25974,14.2443,14.4122,14.2943
XLOC_006027,EFHA1,18.5526,11.3987,6.83987,29.6632,31.4783,26.0912
XLOC_006028,LINC00424,0,0,0,0,0,0
XLOC_006029,BASP1P1,0,0,0,0,0,0
XLOC_006030,SACS,1.12278,0.967679,0.611141,1.23094,1.29195,1.37255
XLOC_006031,MIPEP,6.87112,7.64736,8.34871,6.84659,6.03614,3.64713
XLOC_006032,C1QTNF9B,0,0,0,0.0719755,0,0
XLOC_006033,ANKRD20A19P,0,0,0,0.107912,0.129197,0.0273303
XLOC_006034,SPATA13-AS1,0,0,0,0,0,0
XLOC_006035,PARP4,11.0295,9.91687,9.42667,17.8862,18.3289,20.7404
XLOC_006036,CENPJ,2.36494,1.44053,1.05052,2.8907,3.32871,4.06383
XLOC_006037,TPTE2P1,0.0329622,0,0.0242097,0,0.00916851,0
XLOC_006038,AMER2,0,0,0,0,0,0
XLOC_006039,MTMR6,5.27888,4.6661,3.43784,7.09562,6.72127,6.80574
XLOC_006040,SHISA2,1.81544,1.02372,0.535137,0.674925,0.426419,0.297743
XLOC_006041,RNF6,7.53567,5.35099,3.23332,17.5933,17.4137,15.28
XLOC_006042,GPR12,0,0,0,0,0,0
XLOC_006043,USP12,6.86869,5.46622,3.33362,13.1318,12.796,12.1842
XLOC_006044,MTIF3,24.7618,18.863,15.2424,24.6901,29.5266,31.2032
XLOC_006045,LNX2,5.58286,3.88129,2.6712,9.93067,10.4643,8.12154
XLOC_006046,CDX2,0,0,0,0,0,0
XLOC_006047,PRHOXNB,0,0,0,0,0,0
XLOC_006048,FLT3,0.0378106,0.0378525,0.0416521,0.161002,0.0630773,0.0183489
XLOC_006049,PAN3-AS1,0.137875,0.275937,0.113891,0.234739,0.430929,0.635331
XLOC_006050,FLT1,0.12998,0.124439,0.0878751,0.0456038,0.166815,0.424552
XLOC_006051,SLC46A3,3.74319,3.33993,2.43499,3.55353,3.42724,3.3185
XLOC_006052,MTUS2-AS1,0,0,0,0,0.0619267,0
XLOC_006053,SLC7A1,22.1168,21.1606,19.8231,22.361,22.1079,20.9844
XLOC_006054,UBL3,12.6441,8.93278,4.64914,8.44796,8.71835,9.06351
XLOC_006055,LINC00297,0,0,0,0,0,0
XLOC_006056,KATNAL1,0.366971,0.633011,0.435405,0.554559,0.508889,0.86526
XLOC_006057,LINC00426,0,0,0,0,0,0
XLOC_006058,HMGB1,136.164,101.839,78.5098,99.749,99.7038,136.018
XLOC_006059,TEX26-AS1,0,0,0,0,0.0307162,0
XLOC_006060,HSPH1,63.8357,45.6576,28.3469,78.5764,79.3447,79.1446
XLOC_006061,ZAR1L,0,0,0,0,0.0626663,0
XLOC_006062,N4BP2L1,0.434838,0.315233,0.558818,0.638605,0.423449,0.258235
XLOC_006063,N4BP2L2,8.26684,5.39933,3.89833,14.7072,15.2091,15.5342
XLOC_006064,MINOS1P1,0,0,0,0.02811,0.027523,0
XLOC_006065,N4BP2L2-IT2,0.132245,0.0735593,0.0647501,0.250301,0.245182,0.0855794
XLOC_006066,LINC00423,0,0.0590573,0,0,0,0
XLOC_006067,STARD13,3.25854,2.71489,2.15973,2.44723,2.21079,3.37715
XLOC_006068,LINC00457,0,0,0,0,0,0
XLOC_006069,"MAB21L1,MIR548F5",0,0,0,0,0,0
XLOC_006070,DCLK1,1.21889,0.686439,0.660763,1.88199,1.97306,1.29439
XLOC_006071,"CCDC169,CCDC169-SOHLH2,SOHLH2",0.181916,0.168525,0.0379245,0.0706429,0.20603,0.122008
XLOC_006072,SPG20,2.48658,1.8649,1.81649,3.68275,3.69183,4.83705
XLOC_006073,SMAD9,0.221911,0.0896162,0.169033,0.239596,0.320051,0.12412
XLOC_006074,ALG5,24.4889,26.0138,28.7747,26.2074,27.1214,28.7136
XLOC_006075,SUPT20H,8.17273,7.42169,5.0626,14.7402,14.0408,14.2751
XLOC_006076,CSNK1A1L,0,0,0.0343047,0,0.025963,0
XLOC_006077,POSTN,0,0,0,0,0,0.022814
XLOC_006078,TRPC4,0.0253002,0,0,0,0,0
XLOC_006079,LINC00571,0.205952,0.20512,0,0.523542,0.510501,0
XLOC_006080,STOML3,0.0399926,0.0400051,0.132134,0,0,0.0775734
XLOC_006081,PROSER1,8.54466,7.61092,6.54045,9.69982,10.0224,10.2065
XLOC_006082,LHFP,0,0,0,0.119331,0.0584167,0.0339973
XLOC_006083,MIR4305,0,0,0,0,0,0
XLOC_006084,LINC00548,0,0,0,0,0,0
XLOC_006085,LINC00598,0,0,0.0417629,0,0,0
XLOC_006086,FOXO1,0.684735,0.785344,0.562342,1.10285,1.09074,1.8612
XLOC_006087,MIR320D1,0,0,0,0,0,0
XLOC_006088,MRPS31,8.38996,7.79041,4.61892,9.8903,9.32829,9.00422
XLOC_006089,"SUGT1P3,TPTE2P5",0.0517702,0.252306,0.233279,0.246488,0.662219,0.205357
XLOC_006090,ELF1,13.8634,12.7688,10.0121,27.6641,27.9685,24.6834
XLOC_006091,KBTBD6,2.3031,2.03146,1.66129,2.10176,2.31046,2.9942
XLOC_006092,KBTBD7,3.02963,2.56407,1.73643,2.18122,2.38257,3.48969
XLOC_006093,MTRF1,1.94676,1.84369,1.68468,1.6868,1.59356,1.8211
XLOC_006094,"MIR5006,VWA8",2.41014,2.26333,2.09981,2.77138,2.28943,2.85437
XLOC_006095,EPSTI1,0.0468477,0.046904,0.0257963,0.179552,0.175835,0.022726
XLOC_006096,ENOX1,0.83861,0.615501,1.32421,1.95177,2.05064,1.68196
XLOC_006097,CCDC122,1.21376,1.1006,0.501288,3.39,2.78148,2.39149
XLOC_006098,SMIM2-IT1,0,0,0,0,0,0
XLOC_006099,TSC22D1,27.8826,30.7702,36.5215,42.4647,40.1261,26.4395
XLOC_006100,LINC00330,0,0,0,0,0,0
XLOC_006101,NUFIP1,4.6692,3.91955,2.99843,4.15449,4.71505,4.67375
XLOC_006102,KCTD4,0,0,0,0.030434,0,0
XLOC_006103,TPT1,3968.36,3875.22,4266.08,2417.85,2369.73,2193.48
XLOC_006104,SNORA31,0,0,39.2349,0,0,0
XLOC_006105,SLC25A30,3.39433,2.68263,2.4709,4.34438,4.78481,5.70248
XLOC_006106,FAM194B,0,0,0,0,0,0
XLOC_006107,SIAH3,0,0,0,0,0,0
XLOC_006108,ZC3H13,3.79874,2.89176,1.7499,6.53777,6.65488,7.55896
XLOC_006109,CPB2,0,0,0,0,0,0
XLOC_006110,LCP1,1.66849,1.61273,1.94363,1.45358,1.35971,0.800378
XLOC_006111,LINC00563,0,0,0.125345,0,0,0
XLOC_006112,KIAA0226L,0.619893,0.967393,1.54652,0.341599,0.425834,1.02636
XLOC_006113,ESD,110.302,106.906,119.47,76.6965,81.1448,104.164
XLOC_006114,HTR2A,0,0,0,0,0,0
XLOC_006115,SUCLA2,11.5998,7.41201,6.04161,13.9789,13.3369,13.2866
XLOC_006116,MED4,10.9945,9.2978,8.14174,12.5807,12.307,13.0597
XLOC_006117,LINC00441,0,0,0,0,0,0
XLOC_006118,LPAR6,0.060451,0.0907564,0,0.283119,0.277225,0.410646
XLOC_006119,RCBTB2,0.254357,0.324047,0.305656,0.728537,0.867761,0.201959
XLOC_006120,LINC00462,0,0,0,0,0,0
XLOC_006121,CAB39L,1.79854,1.92655,1.12992,1.53474,1.58679,1.26091
XLOC_006122,RCBTB1,3.48555,3.14775,2.77094,5.50848,5.41038,6.73126
XLOC_006123,EBPL,45.7069,42.0971,48.6774,28.8444,27.0451,30.8364
XLOC_006124,KPNA3,12.9759,11.7971,9.12734,10.9691,11.2419,13.5496
XLOC_006125,SPRYD7,2.09832,1.9851,1.64889,3.26469,2.89369,2.64983
XLOC_006126,DLEU2,0.481816,0.428662,0.560202,0.774899,0.781149,0.727259
XLOC_006127,MIR3613,0,0,0,0,0,0
XLOC_006128,MIR16-1,0,0,0,0,0,0
XLOC_006129,MIR15A,0,0,0,0,0,0
XLOC_006130,DLEU7,0,0,0,0,0,0
XLOC_006131,RNASEH2B-AS1,0,0.157207,0,0.133755,0.13057,0
XLOC_006132,GUCY1B2,0.389929,0.43909,0.375828,0.91307,0.83322,0.662183
XLOC_006133,MIR5693,0,0,0,0,0,0
XLOC_006134,INTS6,4.79666,2.98247,2.34427,8.09775,7.98037,8.28719
XLOC_006135,DHRS12,2.68639,2.98033,3.56211,4.0095,4.27741,1.51348
XLOC_006136,LINC00282,0.0181984,0,0,0,0.0151804,0
XLOC_006137,ATP7B,0.974845,1.12926,1.14114,0.970397,1.0195,1.46256
XLOC_006138,NEK5,0.126862,0.025396,0.0838442,0.172833,0.0846272,0.0246208
XLOC_006139,NEK3,1.34532,1.25261,1.10272,2.25838,2.269,1.91236
XLOC_006140,MRPS31P5,1.00532,0.444457,0.605144,2.00078,1.46383,1.09665
XLOC_006141,THSD1,0.138135,0.069134,0.0507175,0.539992,0.623117,0.335138
XLOC_006142,VPS36,5.02446,3.75647,2.73161,6.46056,6.28736,6.04872
XLOC_006143,LECT1,0,0,0,0,0,0.0532323
XLOC_006144,PCDH8,0.108649,0.151636,0,0.505338,0.448673,0.40424
XLOC_006145,MIR1297,0,0,0,0,0,0
XLOC_006146,DIAPH3,2.84436,2.10254,2.23656,2.96787,3.22074,3.12437
XLOC_006147,MIR3169,0,0,0,0,0,0
XLOC_006148,PCDH20,0.0301109,0.0150738,0.0165858,0,0.0125606,0.0146141
XLOC_006149,PCDH9,0.0116314,0.0349548,0.0256367,0.0198215,0.00970564,0
XLOC_006150,LINC00550,0,0,0,0,0,0
XLOC_006151,KLHL1,0,0,0,0,0,0.0338483
XLOC_006152,DACH1,0,0.0155577,0,0,0,0
XLOC_006153,MZT1,5.83693,4.84713,3.52228,10.2822,10.4561,14.3685
XLOC_006154,DIS3,4.23129,3.15281,2.00205,5.66928,5.44245,5.61973
XLOC_006155,KLF12,0,0.00645571,0.0142046,0.0274583,0.0215217,0.012518
XLOC_006156,CTAGE11P,0,0,0,0,0,0
XLOC_006157,TBC1D4,2.58492,2.14015,1.20816,3.86036,4.09921,3.11779
XLOC_006158,COMMD6,11.7713,9.92824,8.99783,9.7401,10.4588,12.3975
XLOC_006159,KCTD12,0.525465,0.434651,0.226527,0.282175,0.257362,0.310506
XLOC_006160,FBXL3,5.40522,5.1435,3.01109,6.77326,7.09662,6.94131
XLOC_006161,MYCBP2,2.18009,1.45092,0.970037,4.03611,4.1645,5.25595
XLOC_006162,MIR3665,0,0,0,0,0,0
XLOC_006163,"EDNRB,LINC00439",0,0,0,0,0,0
XLOC_006164,POU4F1,0,0,0,0,0,0
XLOC_006165,RNF219,2.45666,1.81862,1.38721,3.74461,3.78803,4.38779
XLOC_006166,LINC00331,0,0,0,0,0,0
XLOC_006167,RBM26,5.16311,4.03801,3.31035,6.13159,7.082,8.43643
XLOC_006168,NDFIP2-AS1,0,0,0,0,0,0
XLOC_006169,SPRY2,0.323276,0.359423,0.395609,0.366914,0.149678,0.313599
XLOC_006170,SLITRK1,0,0,0,0,0,0
XLOC_006171,SLITRK6,2.7509,2.70211,2.59208,3.75737,4.27203,13.2496
XLOC_006172,MIR4500HG,0,0,0,0,0,0
XLOC_006173,MIR4500,0,0,0,0,0,0
XLOC_006174,LINC00353,0,0,0.161945,0,0,0
XLOC_006175,LINC00559,0,0,0,0,0,0
XLOC_006176,LINC00410,0,0,0,0,0,0
XLOC_006177,LINC00379,0,0,0,0,0,0
XLOC_006178,GPC5-AS1,0,0,0,0,0,0
XLOC_006179,GPC6-AS2,0,0,0,0,0,0
XLOC_006180,DCT,0,0,0,0,0,0
XLOC_006181,TGDS,4.22858,3.10255,2.21762,9.94043,10.2345,7.53886
XLOC_006182,SOX21,1.21876,1.01149,1.14596,2.83448,2.55248,4.23968
XLOC_006183,ABCC4,2.22627,1.91134,1.54508,2.78714,2.93793,4.34083
XLOC_006184,CLDN10-AS1,0,0,0,0,0,0
XLOC_006185,DZIP1,0,0,0,0,0,0
XLOC_006186,UGGT2,1.297,0.992184,0.610069,3.82295,3.61104,2.98481
XLOC_006187,LINC00359,0,0,0,0,0,0
XLOC_006188,OXGR1,0.0658511,0.0658984,0.0362647,0.224238,0.219556,0.383314
XLOC_006189,RNF113B,0,0,0,0,0,0
XLOC_006190,STK24,24.9347,30.126,33.9546,19.3931,19.178,19.8343
XLOC_006191,SLC15A1,0,0,0,0,0,0
XLOC_006192,DOCK9,2.86205,2.35087,1.62943,3.34698,3.65279,4.23724
XLOC_006193,UBAC2-AS1,1.79609,1.8183,2.07662,0.939041,0.985991,0.78772
XLOC_006194,MIR548AN,0,0,0,0,0,0
XLOC_006195,GPR18,0,0,0,0,0,0
XLOC_006196,GPR183,0,0,0,0,0,0
XLOC_006197,ZIC5,0.297725,0.313771,0.293462,0.827446,0.718996,1.0495
XLOC_006198,PCCA-AS1,0,0,0,0,0,0
XLOC_006199,GGACT,1.11513,1.53539,1.13591,0.925579,1.25588,0.622401
XLOC_006200,TMTC4,2.32525,1.95296,1.76162,1.65989,1.4466,1.12215
XLOC_006201,NALCN,0,0,0,0,0,0
XLOC_006202,FGF14,0,0,0,0,0,0
XLOC_006203,MIR2681,0,0,0,0,0,0
XLOC_006204,MIR4705,0,0,0,0,0,0
XLOC_006205,FGF14-IT1,0,0,0,0,0,0
XLOC_006206,METTL21C,0,0,0,0,0,0
XLOC_006207,CCDC168,0,0.00325279,0,0.0110681,0.00542238,0.0031537
XLOC_006208,TEX30,6.23544,5.44508,3.23505,9.32566,11.3285,9.09799
XLOC_006209,KDELC1,2.15854,2.08791,2.37736,0.826845,1.16931,1.57044
XLOC_006210,SLC10A2,0,0,0,0,0,0
XLOC_006211,MIR548AS,0,0,0,0,0,0
XLOC_006212,DAOA-AS1,0,0,0,0,0,0
XLOC_006213,EFNB2,13.9192,11.6789,8.1563,7.3006,7.57648,10.9873
XLOC_006214,ARGLU1,24.5511,20.6295,14.8802,28.8236,29.4648,28.7778
XLOC_006215,FAM155A,0,0,0,0,0,0
XLOC_006216,LIG4,1.09197,1.02213,0.377888,4.07884,4.64572,4.90082
XLOC_006217,MYO16-AS1,0,0,0,0,0,0
XLOC_006218,IRS2,0.466767,0.406433,0.447168,1.32246,1.35483,1.09347
XLOC_006219,COL4A1,0.0217843,0.0109067,0.0119999,0.120614,0.136336,0.0845936
XLOC_006220,COL4A2-AS1,0,0,0,0,0,0
XLOC_006221,RAB20,14.1545,17.2392,17.0817,8.04393,8.69867,7.59628
XLOC_006222,CARS2,11.5865,12.2109,14.0317,6.38716,7.00834,6.75869
XLOC_006223,LINC00346,0.236563,0.236876,0.248211,0.287863,0.375999,0.339014
XLOC_006224,ANKRD10,4.2503,3.65459,3.16496,3.51667,3.86768,4.06574
XLOC_006225,TUBGCP3,4.17991,4.76369,4.23459,4.49735,4.98086,4.40104
XLOC_006226,MCF2L-AS1,1.99646,1.92448,1.64844,1.03085,1.42361,1.31276
XLOC_006227,PCID2,23.3678,21.833,27.8072,13.6686,14.9885,13.9953
XLOC_006228,GRTP1,13.2534,14.5003,13.845,8.72175,8.11037,7.19298
XLOC_006229,ADPRHL1,5.75717,7.53388,9.09175,3.82196,4.45109,4.0153
XLOC_006230,DCUN1D2,4.05987,3.82042,3.34735,6.49997,5.33166,3.93974
XLOC_006231,ATP4B,0,0,0,0,0,0
XLOC_006232,LINC00552,0.0288812,0,0,0,0,0
XLOC_006233,GAS6,7.61255,7.81442,8.20657,4.34745,5.12987,6.62141
XLOC_006234,LINC00565,0.0301536,0.0905328,0.0664255,0.0770157,0.0754126,0.0585123
XLOC_006235,RASA3,6.31951,6.79227,6.56335,5.64606,5.32916,4.78005
XLOC_006236,OR11H12,0,0,0,0,0,0
XLOC_006237,POTEG,0,0,0.0437242,0,0,0
XLOC_006238,LOC101101776,0,0,0,0,0,0
XLOC_006239,OR4Q3,0,0,0,0,0,0
XLOC_006240,OR4M1,0,0,0,0,0,0
XLOC_006241,OR4N2,0,0,0,0,0,0
XLOC_006242,OR4K2,0,0,0,0,0,0
XLOC_006243,OR4K5,0,0,0,0,0,0
XLOC_006244,OR4K1,0,0,0,0,0.129118,0
XLOC_006245,OR4K15,0,0,0,0,0,0
XLOC_006246,OR4L1,0,0,0,0,0,0
XLOC_006247,OR4K17,0,0,0,0,0,0
XLOC_006248,OR4N5,0,0,0,0,0,0
XLOC_006249,OR11G2,0,0,0,0,0,0
XLOC_006250,OR11H6,0,0,0,0,0,0
XLOC_006251,OR11H4,0,0,0,0,0,0
XLOC_006252,PARP2,38.8311,39.702,44.8844,38.2534,37.5586,38.1549
XLOC_006253,APEX1,312.441,352.997,408.265,194.892,185.98,226.521
XLOC_006254,PNP,85.2224,94.0151,113.52,86.2438,81.4052,71.7633
XLOC_006255,RNASE10,0,0,0,0,0,0
XLOC_006256,"ANG,RNASE4",4.62299,9.60525,16.5802,9.55403,8.02584,4.84403
XLOC_006257,EDDM3A,0,0,0,0,0,0
XLOC_006258,EDDM3B,0,0,0,0,0.0808342,0
XLOC_006259,RNASE6,0,0,0,0,0,0
XLOC_006260,RNASE3,0,0,0,0,0,0
XLOC_006261,ECRP,0,0,0,0,0,0
XLOC_006262,RNASE2,0,0,0,0,0,0
XLOC_006263,METTL17,34.3433,39.6854,49.3241,27.1851,26.7791,33.0246
XLOC_006264,SLC39A2,0.056202,0,0,0.0956313,0.140656,0
XLOC_006265,TPPP2,0,0,0,0,0,0
XLOC_006266,RNASE7,0.0526684,0,0,0,0,0
XLOC_006267,RNASE8,0,0,0,0,0,0
XLOC_006268,ARHGEF40,1.35042,1.78535,1.9066,1.46291,1.36741,2.35455
XLOC_006269,TMEM253,0.464114,0.567363,0.454283,0.219394,0.0858864,0.100001
XLOC_006270,RPGRIP1,0.257354,0.165628,0.202502,0.469655,0.414008,0.392518
XLOC_006271,TOX4,26.0511,31.2348,37.7035,30.0719,30.3333,27.0653
XLOC_006272,OR4E2,0,0,0,0,0,0
XLOC_006273,ABHD4,14.2211,13.9051,15.1724,18.136,17.2626,13.4228
XLOC_006274,OXA1L,92.5002,99.7505,112.242,64.4881,66.7655,65.5747
XLOC_006275,MRPL52,66.0304,84.4433,96.9497,43.8446,40.9235,43.1313
XLOC_006276,MMP14,0.226815,0.206415,0.158998,0.333628,0.584725,0.180105
XLOC_006277,LRP10,52.0625,62.3889,73.8238,63.2539,64.6198,69.2415
XLOC_006278,REM2,0.289149,0.165308,0.682373,0.351571,0.275328,0.240383
XLOC_006279,PSMB11,0.404608,0.32385,0.623841,0.654316,0.539399,0.510174
XLOC_006280,C14orf119,51.5291,59.5761,75.5792,42.2979,37.3492,39.356
XLOC_006281,"BCL2L2,BCL2L2-PABPN1,PABPN1",85.8835,85.2603,81.2982,95.067,92.064,104.268
XLOC_006282,IL25,0,0,0,0,0,0
XLOC_006283,CMTM5,0,0,0,0,0,0
XLOC_006284,NGDN,59.4322,54.3597,54.4887,49.616,47.6923,49.5065
XLOC_006285,THTPA,11.4474,17.5054,21.5695,6.63681,8.90982,8.10555
XLOC_006286,DHRS2,11.641,10.8563,8.83577,11.88,11.9372,2.65357
XLOC_006287,DHRS4,33.3456,32.2025,38.386,16.9003,19.4843,14.0443
XLOC_006288,DHRS4L2,22.0711,22.9011,25.4038,12.4792,14.2821,10.2459
XLOC_006289,DHRS4L1,0.259999,0.194965,0.429386,0.442303,0.162275,0.062998
XLOC_006290,LRRC16B,0.328841,0.29788,0.293262,0.280073,0.444168,0.197597
XLOC_006291,CPNE6,0,0,0,0,0,0
XLOC_006292,PCK2,58.1155,68.1128,78.4877,57.6875,57.4823,44.5463
XLOC_006293,DCAF11,32.6573,44.9089,59.4466,22.8049,22.6288,20.3333
XLOC_006294,FITM1,0.169119,0.168997,0.37231,0.0718877,0.281197,0.245719
XLOC_006295,PSME1,366.247,541.555,765.059,424.173,426.967,482.286
XLOC_006296,RNF31,23.4423,26.3622,29.0769,30.3902,29.354,28.5635
XLOC_006297,IRF9,79.0158,106.008,150.517,153.602,149.613,126.887
XLOC_006298,REC8,1.57883,1.35422,2.08543,6.39182,6.37755,6.54033
XLOC_006299,TSSK4,0,0.0623867,0,0.0530741,0.0519283,0.0604777
XLOC_006300,GMPR2,57.5906,65.0713,77.6463,43.0743,42.9148,40.169
XLOC_006301,NOP9,20.6843,23.7808,26.3391,19.5034,20.6415,21.5773
XLOC_006302,"LTB4R,LTB4R2",6.67824,6.23933,4.65666,15.0534,15.0188,9.41072
XLOC_006303,NFATC4,0.306705,0.535243,0.554758,0.272125,0.236798,0.0919574
XLOC_006304,NYNRIN,0.342414,0.297772,0.40703,0.237954,0.233119,0.15747
XLOC_006305,KHNYN,10.7829,12.0887,12.8144,16.2012,13.9356,11.0172
XLOC_006306,MIR4307,0,0,0,0,0,0
XLOC_006307,LINC00645,0,0,0,0,0,0
XLOC_006308,FOXG1,0,0,0,0,0,0
XLOC_006309,C14orf23,0,0,0,0,0,0
XLOC_006310,G2E3,4.65076,3.24558,2.21601,4.85619,5.22745,7.22605
XLOC_006311,SCFD1,17.6635,13.3408,8.6691,36.2628,37.0178,27.8026
XLOC_006312,COCH,9.01122,9.57041,10.4628,6.66665,5.65198,9.50749
XLOC_006313,AP4S1,2.65533,3.40205,3.51504,2.61568,2.33041,2.15229
XLOC_006314,NUBPL,3.8745,3.15558,2.01465,3.34014,3.91327,3.64311
XLOC_006315,ARHGAP5,3.83885,3.13859,1.48788,9.9107,9.73449,12.0224
XLOC_006316,AKAP6,0.040657,0.0610738,0.0298628,0.0346357,0.0226226,0.0460543
XLOC_006317,NPAS3,0.254729,0.24485,0.0942778,0.082517,0.0816077,0.0474654
XLOC_006318,IGBP1P1,0,0,0.195114,0,0,0
XLOC_006319,SRP54,38.5305,31.6585,27.1778,74.4768,73.1414,56.9987
XLOC_006320,FAM177A1,9.25732,7.61302,6.22383,18.1142,18.2776,15.6899
XLOC_006321,KIAA0391,26.3425,33.9563,37.2723,17.5017,18.3404,18.6878
XLOC_006322,PSMA6,311.549,355.545,430.75,405.586,381.075,431.702
XLOC_006323,INSM2,0,0.0244715,0,0.0208176,0.0203871,0
XLOC_006324,BRMS1L,5.36071,4.6152,4.06341,6.52717,6.70387,6.82329
XLOC_006325,LINC00609,0,0,0,0,0,0
XLOC_006326,PAX9,2.4143,1.61111,0.938627,2.3783,2.48707,3.032
XLOC_006327,LOC100129794,2.79567,2.49093,1.20265,3.01129,2.87487,1.69458
XLOC_006328,MIPOL1,0.537009,0.618171,0.250789,0.964534,0.961148,1.0961
XLOC_006329,SSTR1,0,0,0,0,0,0
XLOC_006330,GEMIN2,18.6032,15.3702,15.8374,11.6047,15.0637,16.911
XLOC_006331,PNN,26.8384,17.2371,9.92912,70.9243,70.6951,63.8832
XLOC_006332,MIA2,0,0,0.0363339,0,0.0274968,0
XLOC_006333,CTAGE5,4.90784,4.69646,3.79756,14.3853,14.9721,9.80237
XLOC_006334,LRFN5,0,0,0,0,0,0
XLOC_006335,C14orf28,1.47376,1.526,1.17554,3.15883,3.28412,1.23285
XLOC_006336,FAM179B,3.53825,2.68576,1.65983,6.04716,6.00968,5.92798
XLOC_006337,PRPF39,10.6944,7.99593,4.74038,21.1302,21.2298,21.9553
XLOC_006338,SNORD127,0,0,0,0,0,0
XLOC_006339,FANCM,0.866267,0.687973,0.647224,1.87446,1.77817,2.83234
XLOC_006340,LRR1,43.838,40.6693,38.9196,29.9215,27.7419,34.3752
XLOC_006341,MGAT2,11.5509,11.8897,10.1604,25.4259,26.7012,24.2752
XLOC_006342,KLHDC1,0,0.110456,0.0607803,0.0704732,0.0690105,0.0267711
XLOC_006343,KLHDC2,34.7236,29.4045,28.7039,39.6458,39.7329,26.6439
XLOC_006344,ARF6,32.2661,31.6017,29.3972,38.0188,37.1919,35.7321
XLOC_006345,ATP5S,4.58185,4.08037,5.05073,4.36897,4.57552,3.47604
XLOC_006346,ATL1,0.169668,0.226373,0.0622348,0.0223296,0.117843,0.0548324
XLOC_006347,ABHD12B,0,0,0,0,0,0
XLOC_006348,TMX1,12.2461,9.4336,6.62863,22.4218,23.625,28.2425
XLOC_006349,LINC00640,0.424527,0,0.155658,0.240242,0.351919,0
XLOC_006350,FRMD6,6.32501,5.50626,4.52591,5.58408,5.58315,6.57212
XLOC_006351,GNG2,0.0188693,0,0.0205785,0.0160703,0,0
XLOC_006352,C14orf166,139.533,104.648,88.9755,162.303,163.782,157.458
XLOC_006353,PTGDR,0,0,0,0,0,0
XLOC_006354,PTGER2,0.904609,1.23728,1.42815,1.15524,0.879813,2.66231
XLOC_006355,GPR137C,0.634794,0.61681,0.39078,0.763213,0.669665,1.12351
XLOC_006356,PSMC6,101.272,92.5053,90.0496,105.192,105.369,99.201
XLOC_006357,STYX,6.26843,4.43902,2.89801,8.54674,8.2733,8.54948
XLOC_006358,CDKN3,55.9015,37.696,38.8726,41.4687,42.6558,46.2969
XLOC_006359,CGRRF1,8.99414,9.23669,9.16695,10.8563,10.0155,7.00997
XLOC_006360,SAMD4A,3.71802,2.96988,1.75344,6.18944,6.43075,9.54129
XLOC_006361,SOCS4,4.01014,2.71956,1.93341,7.68894,7.66307,6.7721
